c_d_dep,departamento,c_d_mun,municipio,grupo_de_cultivo,subgrupo_de_cultivo,cultivo,desagregaci_n_regional_y,a_o,periodo,rea_sembrada_ha,rea_cosechada_ha,producci_n_t,rendimiento_t_ha,estado_fisico_produccion,nombre_cientifico,ciclo_de_cultivo
52,NARIÑO,52203,COLON,TUBERCULOS Y PLATANOS,ACHIRA,ACHIRA,ACHIRA,2017,2017,5,5,10,2.0,TUBERCULO FRESCO,CANNA EDULIS,ANUAL
52,NARIÑO,52694,SAN PEDRO DE CARTAGO,TUBERCULOS Y PLATANOS,ACHIRA,ACHIRA,ACHIRA,2017,2017,3,3,2,0.7,TUBERCULO FRESCO,CANNA EDULIS,ANUAL
52,NARIÑO,52083,BELEN,TUBERCULOS Y PLATANOS,ACHIRA,ACHIRA,ACHIRA,2017,2017,2,2,1,0.7,TUBERCULO FRESCO,CANNA EDULIS,ANUAL
19,CAUCA,19392,LA SIERRA,TUBERCULOS Y PLATANOS,ACHIRA,ACHIRA,ACHIRA,2018,2018,10,10,10,1.0,TUBERCULO FRESCO,CANNA EDULIS,ANUAL
27,CHOCO,27745,SIPI,TUBERCULOS Y PLATANOS,ACHIRA,ACHIRA,ACHIRA,2018,2018,7,7,37,5.11,TUBERCULO FRESCO,CANNA EDULIS,ANUAL
41,HUILA,41668,SAN AGUSTIN,TUBERCULOS Y PLATANOS,ACHIRA,ACHIRA,ACHIRA,2018,2018,22,22,48,2.2,TUBERCULO FRESCO,CANNA EDULIS,ANUAL
41,HUILA,41359,ISNOS,TUBERCULOS Y PLATANOS,ACHIRA,ACHIRA,ACHIRA,2018,2018,10,10,20,2.0,TUBERCULO FRESCO,CANNA EDULIS,ANUAL
41,HUILA,41396,LA PLATA,TUBERCULOS Y PLATANOS,ACHIRA,ACHIRA,ACHIRA,2018,2018,7,7,15,2.2,TUBERCULO FRESCO,CANNA EDULIS,ANUAL
41,HUILA,41306,GIGANTE,TUBERCULOS Y PLATANOS,ACHIRA,ACHIRA,ACHIRA,2018,2018,6,6,11,1.75,TUBERCULO FRESCO,CANNA EDULIS,ANUAL
41,HUILA,41244,ELIAS,TUBERCULOS Y PLATANOS,ACHIRA,ACHIRA,ACHIRA,2018,2018,4,4,5,1.2,TUBERCULO FRESCO,CANNA EDULIS,ANUAL
41,HUILA,41298,GARZON,TUBERCULOS Y PLATANOS,ACHIRA,ACHIRA,ACHIRA,2018,2018,2,2,4,2.2,TUBERCULO FRESCO,CANNA EDULIS,ANUAL
41,HUILA,41020,ALGECIRAS,TUBERCULOS Y PLATANOS,ACHIRA,ACHIRA,ACHIRA,2018,2018,1,1,1,1.0,TUBERCULO FRESCO,CANNA EDULIS,ANUAL
52,NARIÑO,52378,LA CRUZ,TUBERCULOS Y PLATANOS,ACHIRA,ACHIRA,ACHIRA,2018,2018,490,480,1440,3.0,TUBERCULO FRESCO,CANNA EDULIS,ANUAL
52,NARIÑO,52693,SAN PABLO,TUBERCULOS Y PLATANOS,ACHIRA,ACHIRA,ACHIRA,2018,2018,45,45,135,3.0,TUBERCULO FRESCO,CANNA EDULIS,ANUAL
52,NARIÑO,52203,COLON,TUBERCULOS Y PLATANOS,ACHIRA,ACHIRA,ACHIRA,2018,2018,40,40,80,2.0,TUBERCULO FRESCO,CANNA EDULIS,ANUAL
52,NARIÑO,52019,ALBAN,TUBERCULOS Y PLATANOS,ACHIRA,ACHIRA,ACHIRA,2018,2018,5,5,4,0.7,TUBERCULO FRESCO,CANNA EDULIS,ANUAL
52,NARIÑO,52694,SAN PEDRO DE CARTAGO,TUBERCULOS Y PLATANOS,ACHIRA,ACHIRA,ACHIRA,2018,2018,3,3,2,0.7,TUBERCULO FRESCO,CANNA EDULIS,ANUAL
52,NARIÑO,52083,BELEN,TUBERCULOS Y PLATANOS,ACHIRA,ACHIRA,ACHIRA,2018,2018,2,2,1,0.7,TUBERCULO FRESCO,CANNA EDULIS,ANUAL
15,BOYACA,15600,RAQUIRA,FRUTALES,FRUTALES EXOTICOS,AGRAZ,AGRAZ,2008,2008,12,8,114,14.3,FRUTO FRESCO,VACCINIUM MERIDIONALE,PERMANENTE
15,BOYACA,15600,RAQUIRA,FRUTALES,FRUTALES EXOTICOS,AGRAZ,AGRAZ,2009,2009,300,100,1428,14.28,FRUTO FRESCO,VACCINIUM MERIDIONALE,PERMANENTE
15,BOYACA,15600,RAQUIRA,FRUTALES,FRUTALES EXOTICOS,AGRAZ,AGRAZ,2010,2010,510,400,5712,14.28,FRUTO FRESCO,VACCINIUM MERIDIONALE,PERMANENTE
15,BOYACA,15600,RAQUIRA,FRUTALES,FRUTALES EXOTICOS,AGRAZ,AGRAZ,2011,2011,200,200,1400,7.0,FRUTO FRESCO,VACCINIUM MERIDIONALE,PERMANENTE
15,BOYACA,15600,RAQUIRA,FRUTALES,FRUTALES EXOTICOS,AGRAZ,AGRAZ,2012,2012,200,200,1200,6.0,FRUTO FRESCO,VACCINIUM MERIDIONALE,PERMANENTE
5,ANTIOQUIA,5264,ENTRERRIOS,FRUTALES,FRUTALES EXOTICOS,AGRAZ,AGRAZ,2013,2013,1,1,1,1.6,FRUTO FRESCO,VACCINIUM MERIDIONALE,PERMANENTE
15,BOYACA,15600,RAQUIRA,FRUTALES,FRUTALES EXOTICOS,AGRAZ,AGRAZ,2013,2013,150,120,480,4.0,FRUTO FRESCO,VACCINIUM MERIDIONALE,PERMANENTE
5,ANTIOQUIA,5647,SAN ANDRES,FRUTALES,FRUTALES EXOTICOS,AGRAZ,AGRAZ,2014,2014,4,0,0,,FRUTO FRESCO,VACCINIUM MERIDIONALE,PERMANENTE
5,ANTIOQUIA,5686,SANTA ROSA DE OSOS,FRUTALES,FRUTALES EXOTICOS,AGRAZ,AGRAZ,2014,2014,3,3,6,2.0,FRUTO FRESCO,VACCINIUM MERIDIONALE,PERMANENTE
5,ANTIOQUIA,5264,ENTRERRIOS,FRUTALES,FRUTALES EXOTICOS,AGRAZ,AGRAZ,2014,2014,3,1,1,1.0,FRUTO FRESCO,VACCINIUM MERIDIONALE,PERMANENTE
15,BOYACA,15600,RAQUIRA,FRUTALES,FRUTALES EXOTICOS,AGRAZ,AGRAZ,2014,2014,179,123,984,8.0,FRUTO FRESCO,VACCINIUM MERIDIONALE,PERMANENTE
5,ANTIOQUIA,5647,SAN ANDRES,FRUTALES,FRUTALES EXOTICOS,AGRAZ,AGRAZ,2015,2015,4,0,0,,FRUTO FRESCO,VACCINIUM MERIDIONALE,PERMANENTE
5,ANTIOQUIA,5686,SANTA ROSA DE OSOS,FRUTALES,FRUTALES EXOTICOS,AGRAZ,AGRAZ,2015,2015,3,3,6,2.0,FRUTO FRESCO,VACCINIUM MERIDIONALE,PERMANENTE
5,ANTIOQUIA,5264,ENTRERRIOS,FRUTALES,FRUTALES EXOTICOS,AGRAZ,AGRAZ,2015,2015,3,1,1,1.0,FRUTO FRESCO,VACCINIUM MERIDIONALE,PERMANENTE
5,ANTIOQUIA,5237,DON MATIAS,FRUTALES,FRUTALES EXOTICOS,AGRAZ,AGRAZ,2015,2015,1,0,0,,FRUTO FRESCO,VACCINIUM MERIDIONALE,PERMANENTE
15,BOYACA,15600,RAQUIRA,FRUTALES,FRUTALES EXOTICOS,AGRAZ,AGRAZ,2015,2015,170,170,1360,8.0,FRUTO FRESCO,VACCINIUM MERIDIONALE,PERMANENTE
5,ANTIOQUIA,5686,SANTA ROSA DE OSOS,FRUTALES,FRUTALES EXOTICOS,AGRAZ,AGRAZ,2016,2016,3,3,6,2.0,FRUTO FRESCO,VACCINIUM MERIDIONALE,PERMANENTE
5,ANTIOQUIA,5148,CARMEN DE VIBORAL,FRUTALES,FRUTALES EXOTICOS,AGRAZ,AGRAZ,2016,2016,3,2,6,4.0,FRUTO FRESCO,VACCINIUM MERIDIONALE,PERMANENTE
5,ANTIOQUIA,5647,SAN ANDRES,FRUTALES,FRUTALES EXOTICOS,AGRAZ,AGRAZ,2016,2016,2,0,0,,FRUTO FRESCO,VACCINIUM MERIDIONALE,PERMANENTE
5,ANTIOQUIA,5264,ENTRERRIOS,FRUTALES,FRUTALES EXOTICOS,AGRAZ,AGRAZ,2016,2016,2,1,1,1.0,FRUTO FRESCO,VACCINIUM MERIDIONALE,PERMANENTE
5,ANTIOQUIA,5237,DON MATIAS,FRUTALES,FRUTALES EXOTICOS,AGRAZ,AGRAZ,2016,2016,1,1,4,4.0,FRUTO FRESCO,VACCINIUM MERIDIONALE,PERMANENTE
15,BOYACA,15600,RAQUIRA,FRUTALES,FRUTALES EXOTICOS,AGRAZ,AGRAZ,2016,2016,200,200,1600,8.0,FRUTO FRESCO,VACCINIUM MERIDIONALE,PERMANENTE
15,BOYACA,15676,SAN MIGUEL DE SEMA,FRUTALES,FRUTALES EXOTICOS,AGRAZ,AGRAZ,2016,2016,55,30,30,1.0,FRUTO FRESCO,VACCINIUM MERIDIONALE,PERMANENTE
15,BOYACA,15774,SUSACON,FRUTALES,FRUTALES EXOTICOS,AGRAZ,AGRAZ,2016,2016,3,0,0,,FRUTO FRESCO,VACCINIUM MERIDIONALE,PERMANENTE
5,ANTIOQUIA,5686,SANTA ROSA DE OSOS,FRUTALES,FRUTALES EXOTICOS,AGRAZ,AGRAZ,2017,2017,3,3,5,1.5,FRUTO FRESCO,VACCINIUM MERIDIONALE,PERMANENTE
5,ANTIOQUIA,5148,CARMEN DE VIBORAL,FRUTALES,FRUTALES EXOTICOS,AGRAZ,AGRAZ,2017,2017,3,2,8,5.0,FRUTO FRESCO,VACCINIUM MERIDIONALE,PERMANENTE
5,ANTIOQUIA,5647,SAN ANDRES,FRUTALES,FRUTALES EXOTICOS,AGRAZ,AGRAZ,2017,2017,2,0,0,,FRUTO FRESCO,VACCINIUM MERIDIONALE,PERMANENTE
5,ANTIOQUIA,5264,ENTRERRIOS,FRUTALES,FRUTALES EXOTICOS,AGRAZ,AGRAZ,2017,2017,2,0,0,,FRUTO FRESCO,VACCINIUM MERIDIONALE,PERMANENTE
15,BOYACA,15600,RAQUIRA,FRUTALES,FRUTALES EXOTICOS,AGRAZ,AGRAZ,2017,2017,280,250,2000,8.0,FRUTO FRESCO,VACCINIUM MERIDIONALE,PERMANENTE
15,BOYACA,15676,SAN MIGUEL DE SEMA,FRUTALES,FRUTALES EXOTICOS,AGRAZ,AGRAZ,2017,2017,55,50,50,1.0,FRUTO FRESCO,VACCINIUM MERIDIONALE,PERMANENTE
15,BOYACA,15774,SUSACON,FRUTALES,FRUTALES EXOTICOS,AGRAZ,AGRAZ,2017,2017,3,2,2,1.0,FRUTO FRESCO,VACCINIUM MERIDIONALE,PERMANENTE
25,CUNDINAMARCA,25312,GRANADA,FRUTALES,FRUTALES EXOTICOS,AGRAZ,AGRAZ,2017,2017,1,0,0,,FRUTO FRESCO,VACCINIUM MERIDIONALE,PERMANENTE
25,CUNDINAMARCA,25649,SAN BERNARDO,FRUTALES,FRUTALES EXOTICOS,AGRAZ,AGRAZ,2017,2017,1,1,2,4.0,FRUTO FRESCO,VACCINIUM MERIDIONALE,PERMANENTE
25,CUNDINAMARCA,25843,UBATE,FRUTALES,FRUTALES EXOTICOS,AGRAZ,AGRAZ,2017,2017,1,0,0,,FRUTO FRESCO,VACCINIUM MERIDIONALE,PERMANENTE
5,ANTIOQUIA,5148,CARMEN DE VIBORAL,FRUTALES,FRUTALES EXOTICOS,AGRAZ,AGRAZ,2018,2018,6,3,10,4.0,FRUTO FRESCO,VACCINIUM MERIDIONALE,PERMANENTE
5,ANTIOQUIA,5686,SANTA ROSA DE OSOS,FRUTALES,FRUTALES EXOTICOS,AGRAZ,AGRAZ,2018,2018,4,3,5,1.5,FRUTO FRESCO,VACCINIUM MERIDIONALE,PERMANENTE
5,ANTIOQUIA,5264,ENTRERRIOS,FRUTALES,FRUTALES EXOTICOS,AGRAZ,AGRAZ,2018,2018,2,0,0,,FRUTO FRESCO,VACCINIUM MERIDIONALE,PERMANENTE
5,ANTIOQUIA,5647,SAN ANDRES,FRUTALES,FRUTALES EXOTICOS,AGRAZ,AGRAZ,2018,2018,2,0,0,,FRUTO FRESCO,VACCINIUM MERIDIONALE,PERMANENTE
15,BOYACA,15600,RAQUIRA,FRUTALES,FRUTALES EXOTICOS,AGRAZ,AGRAZ,2018,2018,310,250,500,2.0,FRUTO FRESCO,VACCINIUM MERIDIONALE,PERMANENTE
15,BOYACA,15676,SAN MIGUEL DE SEMA,FRUTALES,FRUTALES EXOTICOS,AGRAZ,AGRAZ,2018,2018,55,53,53,1.0,FRUTO FRESCO,VACCINIUM MERIDIONALE,PERMANENTE
15,BOYACA,15774,SUSACON,FRUTALES,FRUTALES EXOTICOS,AGRAZ,AGRAZ,2018,2018,5,3,5,1.5,FRUTO FRESCO,VACCINIUM MERIDIONALE,PERMANENTE
25,CUNDINAMARCA,25312,GRANADA,FRUTALES,FRUTALES EXOTICOS,AGRAZ,AGRAZ,2018,2018,2,0,0,,FRUTO FRESCO,VACCINIUM MERIDIONALE,PERMANENTE
25,CUNDINAMARCA,25843,UBATE,FRUTALES,FRUTALES EXOTICOS,AGRAZ,AGRAZ,2018,2018,2,0,0,,FRUTO FRESCO,VACCINIUM MERIDIONALE,PERMANENTE
25,CUNDINAMARCA,25649,SAN BERNARDO,FRUTALES,FRUTALES EXOTICOS,AGRAZ,AGRAZ,2018,2018,1,1,2,4.0,FRUTO FRESCO,VACCINIUM MERIDIONALE,PERMANENTE
5,ANTIOQUIA,5607,RETIRO,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2007,2007,401,170,2380,14.0,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
5,ANTIOQUIA,5679,SANTA BARBARA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2007,2007,310,300,2250,7.5,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
5,ANTIOQUIA,5376,LA CEJA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2007,2007,200,150,2175,14.5,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
5,ANTIOQUIA,5490,NECOCLI,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2007,2007,200,130,2600,20.0,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
5,ANTIOQUIA,5837,TURBO,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2007,2007,199,146,1495,10.24,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
5,ANTIOQUIA,5318,GUARNE,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2007,2007,180,120,1680,14.0,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
5,ANTIOQUIA,5148,CARMEN DE VIBORAL,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2007,2007,150,150,180,1.2,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
5,ANTIOQUIA,5467,MONTEBELLO,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2007,2007,139,119,1785,15.0,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
5,ANTIOQUIA,5045,APARTADO,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2007,2007,105,85,680,8.0,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
5,ANTIOQUIA,5002,ABEJORRAL,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2007,2007,96,83,706,8.5,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
5,ANTIOQUIA,5615,RIONEGRO,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2007,2007,90,90,1080,12.0,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
5,ANTIOQUIA,5674,SAN VICENTE,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2007,2007,80,0,0,,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
5,ANTIOQUIA,5756,SONSON,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2007,2007,80,0,0,,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
5,ANTIOQUIA,5861,VENECIA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2007,2007,79,54,864,16.0,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
5,ANTIOQUIA,5093,BETULIA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2007,2007,72,0,0,,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
5,ANTIOQUIA,5789,TAMESIS,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2007,2007,48,15,228,15.0,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
5,ANTIOQUIA,5664,SAN PEDRO,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2007,2007,45,14,20,1.4,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
5,ANTIOQUIA,5847,URRAO,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2007,2007,42,12,96,8.0,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
5,ANTIOQUIA,5282,FREDONIA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2007,2007,40,30,480,16.0,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
5,ANTIOQUIA,5440,MARINILLA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2007,2007,40,40,440,11.0,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
5,ANTIOQUIA,5237,DON MATIAS,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2007,2007,38,5,30,6.0,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
5,ANTIOQUIA,5642,SALGAR,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2007,2007,31,12,173,15.0,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
5,ANTIOQUIA,5541,PEÑOL,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2007,2007,30,30,165,5.5,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
5,ANTIOQUIA,5842,URAMITA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2007,2007,25,5,18,3.6,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
5,ANTIOQUIA,5819,TOLEDO,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2007,2007,24,22,98,4.46,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
5,ANTIOQUIA,5364,JARDIN,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2007,2007,20,0,0,,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
5,ANTIOQUIA,5873,VIGIA DEL FUERTE,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2007,2007,20,12,120,10.0,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
5,ANTIOQUIA,5059,ARMENIA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2007,2007,19,8,38,4.8,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
5,ANTIOQUIA,5361,ITUANGO,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2007,2007,18,13,130,10.0,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
5,ANTIOQUIA,5036,ANGELOPOLIS,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2007,2007,15,0,0,,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
5,ANTIOQUIA,5206,CONCEPCION,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2007,2007,14,0,0,,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
5,ANTIOQUIA,5856,VALPARAISO,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2007,2007,14,0,0,,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
5,ANTIOQUIA,5792,TARSO,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2007,2007,12,0,0,,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
5,ANTIOQUIA,5034,ANDES,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2007,2007,10,10,54,5.4,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
5,ANTIOQUIA,5145,CARAMANTA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2007,2007,10,0,0,,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
5,ANTIOQUIA,5001,MEDELLIN,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2007,2007,10,0,0,,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
5,ANTIOQUIA,5310,GOMEZ PLATA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2007,2007,6,0,0,,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
5,ANTIOQUIA,5591,PUERTO TRIUNFO,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2007,2007,6,0,0,,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
5,ANTIOQUIA,5142,CARACOLI,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2007,2007,5,0,0,,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
5,ANTIOQUIA,5380,LA ESTRELLA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2007,2007,4,4,20,5.0,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
13,BOLIVAR,13244,EL CARMEN DE BOLIVAR,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2007,2007,3400,2600,31200,12.0,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
13,BOLIVAR,13654,SAN JACINTO,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2007,2007,660,600,10800,18.0,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
13,BOLIVAR,13006,ACHI,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2007,2007,80,80,800,10.0,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
13,BOLIVAR,13074,BARRANCO DE LOBA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2007,2007,18,18,180,10.0,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
13,BOLIVAR,13268,EL PEÑON,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2007,2007,10,10,100,10.0,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
15,BOYACA,15480,MUZO,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2007,2007,65,60,360,6.0,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
15,BOYACA,15681,SAN PABLO DE BORBUR,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2007,2007,34,33,416,12.61,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
15,BOYACA,15212,COPER,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2007,2007,27,23,276,12.0,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
15,BOYACA,15572,PUERTO BOYACA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2007,2007,10,4,36,9.0,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
15,BOYACA,15531,PAUNA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2007,2007,7,5,30,6.0,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
15,BOYACA,15753,SOATA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2007,2007,3,2,16,8.0,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
15,BOYACA,15514,PAEZ,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2007,2007,1,0,0,,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
17,CALDAS,17495,NORCASIA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2007,2007,249,229,1031,4.5,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
17,CALDAS,17616,RISARALDA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2007,2007,150,28,336,12.0,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
17,CALDAS,17388,LA MERCED,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2007,2007,110,55,605,11.0,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
17,CALDAS,17433,MANZANARES,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2007,2007,83,0,0,,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
17,CALDAS,17042,ANSERMA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2007,2007,80,80,720,9.0,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
17,CALDAS,17444,MARQUETALIA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2007,2007,78,45,308,6.87,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
17,CALDAS,17001,MANIZALES,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2007,2007,69,56,480,8.57,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
17,CALDAS,17665,SAN JOSE,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2007,2007,45,31,245,7.9,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
17,CALDAS,17524,PALESTINA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2007,2007,41,14,210,15.0,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
17,CALDAS,17088,BELALCAZAR,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2007,2007,40,38,344,9.05,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
17,CALDAS,17873,VILLAMARIA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2007,2007,37,37,241,6.5,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
17,CALDAS,17867,VICTORIA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2007,2007,35,26,281,10.82,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
17,CALDAS,17877,VITERBO,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2007,2007,33,18,220,12.22,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
17,CALDAS,17174,CHINCHINA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2007,2007,32,0,0,,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
17,CALDAS,17513,PACORA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2007,2007,28,14,101,7.21,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
17,CALDAS,17662,SAMANA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2007,2007,26,10,30,3.0,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
17,CALDAS,17272,FILADELFIA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2007,2007,15,15,180,12.0,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
17,CALDAS,17541,PENSILVANIA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2007,2007,10,9,140,15.01,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
85,CASANARE,85162,MONTERREY,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2007,2007,8,4,50,12.5,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
85,CASANARE,85250,PAZ DE ARIPORO,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2007,2007,2,2,8,4.0,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
